Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	stationaryDist[1]	stationaryDist[2]	tree_length
720	-908.2077	-1045.532	137.3244	0.00497869	0.00240463	0.00220096	0.000260175	0.000200867	0.000222408	9.48759e-05	0.000682531	0.00125543	0.000347858	0.000211949	0.000813045	1.588e-05	0.000743722	0.00049129	9.0302e-05	0.00033369	0.00017381	0.00126792	0.000182275	0.000264155	0.000118584	0.000650209	0.000158635	0.000948098	0.000301394	9.51843e-05	0.00048414	0.00355432	0.00050993	0.000173784	0.00022363	0.000299958	0.00196983	0.000726332	0.000295904	0.000171052	0.00119317	0.000678958	9.05243e-06	0.000412867	0.00143083	0.000274306	0.000175198	0.0038032	0.0028883	0.000396013	0.000849789	0.00148973	0.000933909	0.000904823	0.000198746	0.00381644	0.000267955	0.000435801	0.000177478	0.000138458	0.00191652	0.00145255	0.00136432	0.00456864	0.0013204	0.000635046	0.00230501	0.00017726	0.000847346	0.00089076	0.000729425	0.00176822	0.000272456	0.00155082	0.00129844	0.00115363	0.000820315	0.000787202	0.0003209	0.00204486	0.000489708	0.000920815	0.00269516	0.00238743	0.00118964	0.00126145	0.00423861	0.000102579	0.33565	1.79722	0.1377066	1.862293	0.0186767	0.143519	0.545722	1.83244	6.96773	53.5426	2.87816	13.52363	0.2241131	0.0566391	0.0273559	0.0250388	0.00295983	0.00228513	0.00253018	0.00107934	0.00776468	0.0142822	0.00395734	0.0024112	0.00924945	0.000180655	0.00846081	0.00558906	0.0010273	0.00379615	0.00197732	0.0144243	0.00207361	0.00300511	0.00134905	0.00739698	0.00180468	0.0107858	0.00342875	0.00108285	0.00550773	0.0404351	0.00580112	0.00197702	0.00254409	0.00341242	0.0224094	0.00826298	0.00336629	0.00194594	0.0135738	0.00772403	0.000102983	0.0046969	0.0162776	0.00312059	0.0019931	0.0432664	0.0328582	0.00450516	0.00966746	0.0169477	0.0106244	0.0102935	0.002261	0.043417	0.00304833	0.0049578	0.00201905	0.00157514	0.0218029	0.0165247	0.0155209	0.0519743	0.0150213	0.00722447	0.0262225	0.00201656	0.00963967	0.0101336	0.00829817	0.0201158	0.00309955	0.0176426	0.0147714	0.013124	0.00933215	0.00895545	0.00365065	0.0232629	0.00557106	0.0104755	0.0306609	0.0271601	0.0135338	0.0143507	0.0482197	0.00116697	0.931147	0.0688533	0.087902
756	-905.9313	-1043.456	137.5249	0.00497869	0.00240463	0.00220096	0.000260175	0.000200867	0.000222408	9.48759e-05	0.000682531	0.00125543	0.000347858	0.000211949	0.000813045	1.588e-05	0.000743722	0.00049129	9.0302e-05	0.00033369	0.00017381	0.00126792	0.000182275	0.000264155	0.000118584	0.000650209	0.000158635	0.000948098	0.000301394	9.51843e-05	0.00048414	0.00355432	0.00050993	0.000173784	0.00022363	0.000299958	0.00196983	0.000726332	0.000295904	0.000171052	0.00119317	0.000678958	9.05243e-06	0.000412867	0.00143083	0.000274306	0.000175198	0.0038032	0.0028883	0.000396013	0.000849789	0.00148973	0.000933909	0.000904823	0.000198746	0.00381644	0.000267955	0.000435801	0.000177478	0.000138458	0.00191652	0.00145255	0.00136432	0.00456864	0.0013204	0.000635046	0.00230501	0.00017726	0.000847346	0.00089076	0.000729425	0.00176822	0.000272456	0.00155082	0.00129844	0.00115363	0.000820315	0.000787202	0.0003209	0.00204486	0.000489708	0.000920815	0.00269516	0.00238743	0.00118964	0.00126145	0.00423861	0.000102579	0.33565	1.79722	0.1542841	1.845716	0.0186767	0.143519	0.545722	1.83244	6.96773	53.5426	2.87816	11.9631	0.2241131	0.0566391	0.0273559	0.0250388	0.00295983	0.00228513	0.00253018	0.00107934	0.00776468	0.0142822	0.00395734	0.0024112	0.00924945	0.000180655	0.00846081	0.00558906	0.0010273	0.00379615	0.00197732	0.0144243	0.00207361	0.00300511	0.00134905	0.00739698	0.00180468	0.0107858	0.00342875	0.00108285	0.00550773	0.0404351	0.00580112	0.00197702	0.00254409	0.00341242	0.0224094	0.00826298	0.00336629	0.00194594	0.0135738	0.00772403	0.000102983	0.0046969	0.0162776	0.00312059	0.0019931	0.0432664	0.0328582	0.00450516	0.00966746	0.0169477	0.0106244	0.0102935	0.002261	0.043417	0.00304833	0.0049578	0.00201905	0.00157514	0.0218029	0.0165247	0.0155209	0.0519743	0.0150213	0.00722447	0.0262225	0.00201656	0.00963967	0.0101336	0.00829817	0.0201158	0.00309955	0.0176426	0.0147714	0.013124	0.00933215	0.00895545	0.00365065	0.0232629	0.00557106	0.0104755	0.0306609	0.0271601	0.0135338	0.0143507	0.0482197	0.00116697	0.922858	0.077142	0.087902
792	-915.914	-1053.91	137.9957	0.00497869	0.00240463	0.00220096	0.000260175	0.000200867	0.000222408	9.48759e-05	0.000682531	0.00125543	0.000347858	0.000211949	0.000813045	1.588e-05	0.000743722	0.00049129	9.0302e-05	0.00033369	0.00017381	0.00126792	0.000182275	0.000264155	0.000118584	0.000650209	0.000158635	0.000948098	0.000301394	9.51843e-05	0.00048414	0.00355432	0.00050993	0.000173784	0.00022363	0.000299958	0.00196983	0.000726332	0.000295904	0.000171052	0.00119317	0.000678958	9.05243e-06	0.000412867	0.00143083	0.000274306	0.000175198	0.0038032	0.0028883	0.000396013	0.000849789	0.00148973	0.000933909	0.000904823	0.000198746	0.00381644	0.000267955	0.000435801	0.000177478	0.000138458	0.00191652	0.00145255	0.00136432	0.00456864	0.0013204	0.000635046	0.00230501	0.00017726	0.000847346	0.00089076	0.000729425	0.00176822	0.000272456	0.00155082	0.00129844	0.00115363	0.000820315	0.000787202	0.0003209	0.00204486	0.000489708	0.000920815	0.00269516	0.00238743	0.00118964	0.00126145	0.00423861	0.000102579	0.33565	1.79722	0.2023002	1.7977	0.0186767	0.143519	0.545722	1.83244	6.96773	53.5426	2.87816	8.886298	0.2241131	0.0566391	0.0273559	0.0250388	0.00295983	0.00228513	0.00253018	0.00107934	0.00776468	0.0142822	0.00395734	0.0024112	0.00924945	0.000180655	0.00846081	0.00558906	0.0010273	0.00379615	0.00197732	0.0144243	0.00207361	0.00300511	0.00134905	0.00739698	0.00180468	0.0107858	0.00342875	0.00108285	0.00550773	0.0404351	0.00580112	0.00197702	0.00254409	0.00341242	0.0224094	0.00826298	0.00336629	0.00194594	0.0135738	0.00772403	0.000102983	0.0046969	0.0162776	0.00312059	0.0019931	0.0432664	0.0328582	0.00450516	0.00966746	0.0169477	0.0106244	0.0102935	0.002261	0.043417	0.00304833	0.0049578	0.00201905	0.00157514	0.0218029	0.0165247	0.0155209	0.0519743	0.0150213	0.00722447	0.0262225	0.00201656	0.00963967	0.0101336	0.00829817	0.0201158	0.00309955	0.0176426	0.0147714	0.013124	0.00933215	0.00895545	0.00365065	0.0232629	0.00557106	0.0104755	0.0306609	0.0271601	0.0135338	0.0143507	0.0482197	0.00116697	0.89885	0.10115	0.087902
828	-912.1495	-1049.954	137.8048	0.00497869	0.00240463	0.00220096	0.000260175	0.000200867	0.000222408	9.48759e-05	0.000682531	0.00125543	0.000347858	0.000211949	0.000813045	1.588e-05	0.000743722	0.00049129	9.0302e-05	0.00033369	0.00017381	0.00126792	0.000182275	0.000264155	0.000118584	0.000650209	0.000158635	0.000948098	0.000301394	9.51843e-05	0.00048414	0.00355432	0.00050993	0.000173784	0.00022363	0.000299958	0.00196983	0.000726332	0.000295904	0.000171052	0.00119317	0.000678958	9.05243e-06	0.000412867	0.00143083	0.000274306	0.000175198	0.0038032	0.0028883	0.000396013	0.000849789	0.00148973	0.000933909	0.000904823	0.000198746	0.00381644	0.000267955	0.000435801	0.000177478	0.000138458	0.00191652	0.00145255	0.00136432	0.00456864	0.0013204	0.000635046	0.00230501	0.00017726	0.000847346	0.00089076	0.000729425	0.00176822	0.000272456	0.00155082	0.00129844	0.00115363	0.000820315	0.000787202	0.0003209	0.00204486	0.000489708	0.000920815	0.00269516	0.00238743	0.00118964	0.00126145	0.00423861	0.000102579	0.33565	1.79722	0.181135	1.818865	0.0186767	0.143519	0.545722	1.83244	6.96773	53.5426	2.87816	10.04149	0.2241131	0.0566391	0.0273559	0.0250388	0.00295983	0.00228513	0.00253018	0.00107934	0.00776468	0.0142822	0.00395734	0.0024112	0.00924945	0.000180655	0.00846081	0.00558906	0.0010273	0.00379615	0.00197732	0.0144243	0.00207361	0.00300511	0.00134905	0.00739698	0.00180468	0.0107858	0.00342875	0.00108285	0.00550773	0.0404351	0.00580112	0.00197702	0.00254409	0.00341242	0.0224094	0.00826298	0.00336629	0.00194594	0.0135738	0.00772403	0.000102983	0.0046969	0.0162776	0.00312059	0.0019931	0.0432664	0.0328582	0.00450516	0.00966746	0.0169477	0.0106244	0.0102935	0.002261	0.043417	0.00304833	0.0049578	0.00201905	0.00157514	0.0218029	0.0165247	0.0155209	0.0519743	0.0150213	0.00722447	0.0262225	0.00201656	0.00963967	0.0101336	0.00829817	0.0201158	0.00309955	0.0176426	0.0147714	0.013124	0.00933215	0.00895545	0.00365065	0.0232629	0.00557106	0.0104755	0.0306609	0.0271601	0.0135338	0.0143507	0.0482197	0.00116697	0.909432	0.0905675	0.087902
864	-904.4118	-1042.285	137.8736	0.00497869	0.00240463	0.00220096	0.000260175	0.000200867	0.000222408	9.48759e-05	0.000682531	0.00125543	0.000347858	0.000211949	0.000813045	1.588e-05	0.000743722	0.00049129	9.0302e-05	0.00033369	0.00017381	0.00126792	0.000182275	0.000264155	0.000118584	0.000650209	0.000158635	0.000948098	0.000301394	9.51843e-05	0.00048414	0.00355432	0.00050993	0.000173784	0.00022363	0.000299958	0.00196983	0.000726332	0.000295904	0.000171052	0.00119317	0.000678958	9.05243e-06	0.000412867	0.00143083	0.000274306	0.000175198	0.0038032	0.0028883	0.000396013	0.000849789	0.00148973	0.000933909	0.000904823	0.000198746	0.00381644	0.000267955	0.000435801	0.000177478	0.000138458	0.00191652	0.00145255	0.00136432	0.00456864	0.0013204	0.000635046	0.00230501	0.00017726	0.000847346	0.00089076	0.000729425	0.00176822	0.000272456	0.00155082	0.00129844	0.00115363	0.000820315	0.000787202	0.0003209	0.00204486	0.000489708	0.000920815	0.00269516	0.00238743	0.00118964	0.00126145	0.00423861	0.000102579	0.33565	1.79722	0.1884767	1.811523	0.0186767	0.143519	0.545722	1.83244	6.96773	53.5426	2.87816	9.611388	0.2241131	0.0566391	0.0273559	0.0250388	0.00295983	0.00228513	0.00253018	0.00107934	0.00776468	0.0142822	0.00395734	0.0024112	0.00924945	0.000180655	0.00846081	0.00558906	0.0010273	0.00379615	0.00197732	0.0144243	0.00207361	0.00300511	0.00134905	0.00739698	0.00180468	0.0107858	0.00342875	0.00108285	0.00550773	0.0404351	0.00580112	0.00197702	0.00254409	0.00341242	0.0224094	0.00826298	0.00336629	0.00194594	0.0135738	0.00772403	0.000102983	0.0046969	0.0162776	0.00312059	0.0019931	0.0432664	0.0328582	0.00450516	0.00966746	0.0169477	0.0106244	0.0102935	0.002261	0.043417	0.00304833	0.0049578	0.00201905	0.00157514	0.0218029	0.0165247	0.0155209	0.0519743	0.0150213	0.00722447	0.0262225	0.00201656	0.00963967	0.0101336	0.00829817	0.0201158	0.00309955	0.0176426	0.0147714	0.013124	0.00933215	0.00895545	0.00365065	0.0232629	0.00557106	0.0104755	0.0306609	0.0271601	0.0135338	0.0143507	0.0482197	0.00116697	0.905762	0.0942384	0.087902
900	-919.8483	-1060.675	140.8267	0.0459141	0.0105233	0.0144393	0.00976374	0.00465703	0.000465376	0.00659821	0.00246408	0.0198031	0.00306024	0.00184423	0.00250681	0.00224761	0.00681327	8.50645e-05	0.00643167	0.0118267	0.00949593	0.0124142	0.00116339	0.00282299	0.00260948	0.00526062	0.00421903	0.0122847	9.99211e-05	0.0020962	0.00509561	0.00397596	0.0080285	0.00979854	0.00634725	0.00193659	0.00329695	0.00568999	0.00352019	0.00300821	0.0272948	0.00637965	0.00143856	0.00349129	0.0052168	0.0103663	0.00310675	0.00814161	0.00154474	0.00575953	0.00148675	0.00279164	0.00727925	0.0191995	0.051254	0.0185662	0.00818349	0.0102992	0.00520444	0.0448367	0.0365106	0.0104026	0.00800496	0.024353	0.0576578	0.000178997	0.0237885	0.0544633	0.0069979	0.00296942	0.00130667	0.00147742	0.00296885	0.000147786	0.00459809	0.0164429	0.0263694	0.0509239	0.00774702	0.0194105	0.00831669	0.0336294	0.00995758	0.00943995	0.00650918	0.00763911	0.0264446	0.00608305	0.536825	1.55581	0.4196279	1.580372	0.125946	0.364048	0.729608	1.3706	2.74689	7.93989	1.498126	3.766127	0.4140548	0.0478676	0.010971	0.0150536	0.0101792	0.00485517	0.000485176	0.00687895	0.00256893	0.0206457	0.00319045	0.0019227	0.00261347	0.00234324	0.00710316	8.86838e-05	0.00670533	0.0123299	0.00989996	0.0129424	0.00121289	0.0029431	0.00272051	0.00548445	0.00439854	0.0128074	0.000104173	0.00218539	0.00531242	0.00414513	0.0083701	0.0102154	0.00661731	0.00201899	0.00343723	0.00593209	0.00366997	0.0031362	0.0284561	0.00665109	0.00149977	0.00363984	0.00543876	0.0108074	0.00323894	0.00848801	0.00161047	0.00600459	0.00155001	0.00291042	0.00758897	0.0200164	0.0534347	0.0193562	0.00853167	0.0107374	0.00542588	0.0467444	0.0380641	0.0108452	0.00834555	0.0253892	0.060111	0.000186613	0.0248007	0.0567806	0.00729565	0.00309577	0.00136226	0.00154029	0.00309517	0.000154074	0.00479373	0.0171425	0.0274914	0.0530906	0.00807664	0.0202364	0.00867054	0.0350603	0.0103812	0.0098416	0.00678613	0.00796414	0.0275698	0.00634187	0.790186	0.209814	0.9591887
936	-907.2521	-1045.189	137.9374	0.00497869	0.00240463	0.00220096	0.000260175	0.000200867	0.000222408	9.48759e-05	0.000682531	0.00125543	0.000347858	0.000211949	0.000813045	1.588e-05	0.000743722	0.00049129	9.0302e-05	0.00033369	0.00017381	0.00126792	0.000182275	0.000264155	0.000118584	0.000650209	0.000158635	0.000948098	0.000301394	9.51843e-05	0.00048414	0.00355432	0.00050993	0.000173784	0.00022363	0.000299958	0.00196983	0.000726332	0.000295904	0.000171052	0.00119317	0.000678958	9.05243e-06	0.000412867	0.00143083	0.000274306	0.000175198	0.0038032	0.0028883	0.000396013	0.000849789	0.00148973	0.000933909	0.000904823	0.000198746	0.00381644	0.000267955	0.000435801	0.000177478	0.000138458	0.00191652	0.00145255	0.00136432	0.00456864	0.0013204	0.000635046	0.00230501	0.00017726	0.000847346	0.00089076	0.000729425	0.00176822	0.000272456	0.00155082	0.00129844	0.00115363	0.000820315	0.000787202	0.0003209	0.00204486	0.000489708	0.000920815	0.00269516	0.00238743	0.00118964	0.00126145	0.00423861	0.000102579	0.33565	1.79722	0.1955737	1.804426	0.0186767	0.143519	0.545722	1.83244	6.96773	53.5426	2.87816	9.226321	0.2241131	0.0566391	0.0273559	0.0250388	0.00295983	0.00228513	0.00253018	0.00107934	0.00776468	0.0142822	0.00395734	0.0024112	0.00924945	0.000180655	0.00846081	0.00558906	0.0010273	0.00379615	0.00197732	0.0144243	0.00207361	0.00300511	0.00134905	0.00739698	0.00180468	0.0107858	0.00342875	0.00108285	0.00550773	0.0404351	0.00580112	0.00197702	0.00254409	0.00341242	0.0224094	0.00826298	0.00336629	0.00194594	0.0135738	0.00772403	0.000102983	0.0046969	0.0162776	0.00312059	0.0019931	0.0432664	0.0328582	0.00450516	0.00966746	0.0169477	0.0106244	0.0102935	0.002261	0.043417	0.00304833	0.0049578	0.00201905	0.00157514	0.0218029	0.0165247	0.0155209	0.0519743	0.0150213	0.00722447	0.0262225	0.00201656	0.00963967	0.0101336	0.00829817	0.0201158	0.00309955	0.0176426	0.0147714	0.013124	0.00933215	0.00895545	0.00365065	0.0232629	0.00557106	0.0104755	0.0306609	0.0271601	0.0135338	0.0143507	0.0482197	0.00116697	0.902213	0.0977869	0.087902
972	-921.5959	-1060.19	138.5944	0.0168342	0.00104784	0.00580725	0.000149642	0.00156449	0.000831818	0.00102338	0.00291813	0.00645	0.00180046	0.000736466	0.00076888	0.00126153	0.00813754	0.000771957	0.00177444	0.00165678	0.000101493	0.00171992	0.000337455	0.0025451	0.000547001	0.00309008	0.00360207	0.000759982	0.000171508	0.0017142	0.00526168	0.00509827	0.00271689	0.00124834	0.000134292	2.60339e-05	0.00311068	0.00342394	0.000297307	0.000764321	0.00355649	0.00335601	0.000106848	0.000572813	0.00378023	0.000936944	0.00115669	0.00710731	0.0164633	0.00315889	0.000163818	0.00867862	0.000228244	0.00165807	0.0088208	5.87128e-05	0.00106164	0.00381632	0.00273809	0.0162211	0.00081187	0.0045059	0.000602512	0.00771934	0.00461829	0.0101525	0.00379166	0.000333001	0.00527669	0.00878214	0.0136433	0.000602351	0.00800655	0.00314338	0.00524728	0.00760539	0.000604249	0.00116231	0.00021802	0.00191842	0.00178633	0.00216456	0.00176004	0.0018697	0.00452414	3.16399e-06	0.0105398	0.0022852	0.205677	1.95319	0.09911305	1.900887	0.0533261	0.239401	0.640175	1.56207	4.1771	18.7525	2.119553	19.17898	0.126364	0.0585488	0.00364434	0.0201974	0.00052045	0.00544125	0.00289304	0.00355927	0.0101491	0.0224329	0.00626193	0.0025614	0.00267414	0.00438754	0.0283021	0.00268484	0.00617145	0.00576222	0.00035299	0.00598181	0.00117366	0.00885179	0.00190245	0.0107472	0.0125279	0.00264319	0.000596497	0.00596193	0.0182999	0.0177316	0.00944927	0.0043417	0.000467065	9.05449e-05	0.0108188	0.0119083	0.00103402	0.00265828	0.0123693	0.0116721	0.000371613	0.00199223	0.0131475	0.00325866	0.00402293	0.024719	0.0572589	0.0109865	0.000569755	0.0301839	0.000793825	0.00576671	0.0306784	0.000204201	0.00369236	0.013273	0.00952297	0.0564165	0.00282366	0.0156714	0.00209552	0.0268476	0.0160622	0.0353099	0.0131873	0.00115817	0.0183521	0.030544	0.0474509	0.00209495	0.0278465	0.0109326	0.0182499	0.0264513	0.00210156	0.00404248	0.000758268	0.00667219	0.00621279	0.00752828	0.00612135	0.00650274	0.0157348	1.10043e-05	0.036657	0.00794786	0.950443	0.0495565	0.2875244
1008	-903.3984	-1041.273	137.8749	0.00497869	0.00240463	0.00220096	0.000260175	0.000200867	0.000222408	9.48759e-05	0.000682531	0.00125543	0.000347858	0.000211949	0.000813045	1.588e-05	0.000743722	0.00049129	9.0302e-05	0.00033369	0.00017381	0.00126792	0.000182275	0.000264155	0.000118584	0.000650209	0.000158635	0.000948098	0.000301394	9.51843e-05	0.00048414	0.00355432	0.00050993	0.000173784	0.00022363	0.000299958	0.00196983	0.000726332	0.000295904	0.000171052	0.00119317	0.000678958	9.05243e-06	0.000412867	0.00143083	0.000274306	0.000175198	0.0038032	0.0028883	0.000396013	0.000849789	0.00148973	0.000933909	0.000904823	0.000198746	0.00381644	0.000267955	0.000435801	0.000177478	0.000138458	0.00191652	0.00145255	0.00136432	0.00456864	0.0013204	0.000635046	0.00230501	0.00017726	0.000847346	0.00089076	0.000729425	0.00176822	0.000272456	0.00155082	0.00129844	0.00115363	0.000820315	0.000787202	0.0003209	0.00204486	0.000489708	0.000920815	0.00269516	0.00238743	0.00118964	0.00126145	0.00423861	0.000102579	0.33565	1.79722	0.1886179	1.811382	0.0186767	0.143519	0.545722	1.83244	6.96773	53.5426	2.87816	9.603449	0.2241131	0.0566391	0.0273559	0.0250388	0.00295983	0.00228513	0.00253018	0.00107934	0.00776468	0.0142822	0.00395734	0.0024112	0.00924945	0.000180655	0.00846081	0.00558906	0.0010273	0.00379615	0.00197732	0.0144243	0.00207361	0.00300511	0.00134905	0.00739698	0.00180468	0.0107858	0.00342875	0.00108285	0.00550773	0.0404351	0.00580112	0.00197702	0.00254409	0.00341242	0.0224094	0.00826298	0.00336629	0.00194594	0.0135738	0.00772403	0.000102983	0.0046969	0.0162776	0.00312059	0.0019931	0.0432664	0.0328582	0.00450516	0.00966746	0.0169477	0.0106244	0.0102935	0.002261	0.043417	0.00304833	0.0049578	0.00201905	0.00157514	0.0218029	0.0165247	0.0155209	0.0519743	0.0150213	0.00722447	0.0262225	0.00201656	0.00963967	0.0101336	0.00829817	0.0201158	0.00309955	0.0176426	0.0147714	0.013124	0.00933215	0.00895545	0.00365065	0.0232629	0.00557106	0.0104755	0.0306609	0.0271601	0.0135338	0.0143507	0.0482197	0.00116697	0.905691	0.0943089	0.087902
1044	-909.1195	-1047.032	137.9129	0.00497869	0.00240463	0.00220096	0.000260175	0.000200867	0.000222408	9.48759e-05	0.000682531	0.00125543	0.000347858	0.000211949	0.000813045	1.588e-05	0.000743722	0.00049129	9.0302e-05	0.00033369	0.00017381	0.00126792	0.000182275	0.000264155	0.000118584	0.000650209	0.000158635	0.000948098	0.000301394	9.51843e-05	0.00048414	0.00355432	0.00050993	0.000173784	0.00022363	0.000299958	0.00196983	0.000726332	0.000295904	0.000171052	0.00119317	0.000678958	9.05243e-06	0.000412867	0.00143083	0.000274306	0.000175198	0.0038032	0.0028883	0.000396013	0.000849789	0.00148973	0.000933909	0.000904823	0.000198746	0.00381644	0.000267955	0.000435801	0.000177478	0.000138458	0.00191652	0.00145255	0.00136432	0.00456864	0.0013204	0.000635046	0.00230501	0.00017726	0.000847346	0.00089076	0.000729425	0.00176822	0.000272456	0.00155082	0.00129844	0.00115363	0.000820315	0.000787202	0.0003209	0.00204486	0.000489708	0.000920815	0.00269516	0.00238743	0.00118964	0.00126145	0.00423861	0.000102579	0.33565	1.79722	0.1928081	1.807192	0.0186767	0.143519	0.545722	1.83244	6.96773	53.5426	2.87816	9.373008	0.2241131	0.0566391	0.0273559	0.0250388	0.00295983	0.00228513	0.00253018	0.00107934	0.00776468	0.0142822	0.00395734	0.0024112	0.00924945	0.000180655	0.00846081	0.00558906	0.0010273	0.00379615	0.00197732	0.0144243	0.00207361	0.00300511	0.00134905	0.00739698	0.00180468	0.0107858	0.00342875	0.00108285	0.00550773	0.0404351	0.00580112	0.00197702	0.00254409	0.00341242	0.0224094	0.00826298	0.00336629	0.00194594	0.0135738	0.00772403	0.000102983	0.0046969	0.0162776	0.00312059	0.0019931	0.0432664	0.0328582	0.00450516	0.00966746	0.0169477	0.0106244	0.0102935	0.002261	0.043417	0.00304833	0.0049578	0.00201905	0.00157514	0.0218029	0.0165247	0.0155209	0.0519743	0.0150213	0.00722447	0.0262225	0.00201656	0.00963967	0.0101336	0.00829817	0.0201158	0.00309955	0.0176426	0.0147714	0.013124	0.00933215	0.00895545	0.00365065	0.0232629	0.00557106	0.0104755	0.0306609	0.0271601	0.0135338	0.0143507	0.0482197	0.00116697	0.903596	0.0964041	0.087902
